expressionKey,spellKey,spellLabel,expressionKind,diceExpression,staticAmount,damageTypeKeys,healingKind,context,sourceSection
shocking-grasp-damage-2,shocking-grasp,Shocking Grasp,damage,1d8,,,,"amage, and it can't make Opportunity Attacks until the start of its next turn. Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Shocking Grasp
shocking-grasp-damage-3,shocking-grasp,Shocking Grasp,damage,2d8,,,,"rtunity Attacks until the start of its next turn. Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Shocking Grasp
shocking-grasp-damage-4,shocking-grasp,Shocking Grasp,damage,3d8,,,,"tacks until the start of its next turn. Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Shocking Grasp
shocking-grasp-damage-5,shocking-grasp,Shocking Grasp,damage,4d8,,,,"e start of its next turn. Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Shocking Grasp
sorcerous-burst-damage-1,sorcerous-burst,Sorcerous Burst,damage,1d8,,acid;cold;fire;lightning;poison;psychic;thunder,,"nergy at one creature or object within range. Make a ranged spell attack against the target. On a hit, the target takes 1d8 damage of a type you choose: Acid, Cold, Fire, Lightning, Poison, Psychic, or Thunder. If you roll an 8 on a d8 for this spell, you can roll another d8, and ad",Spell Descriptions: Sorcerous Burst
sorcerous-burst-damage-2,sorcerous-burst,Sorcerous Burst,damage,1d8,,,,"s you can add to the spell's damage equals your spellcasting ability modifier. Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Sorcerous Burst
sorcerous-burst-damage-3,sorcerous-burst,Sorcerous Burst,damage,2d8,,,,"damage equals your spellcasting ability modifier. Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Sorcerous Burst
sorcerous-burst-damage-4,sorcerous-burst,Sorcerous Burst,damage,3d8,,,,"als your spellcasting ability modifier. Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Sorcerous Burst
sorcerous-burst-damage-5,sorcerous-burst,Sorcerous Burst,damage,4d8,,,,"casting ability modifier. Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Sorcerous Burst
spike-growth-damage-1,spike-growth,Spike Growth,damage,2d4,,piercing,,"nd thorns. The area becomes Difficult Terrain for the duration. When a creature moves into or within the area, it takes 2d4 Piercing damage for every 5 feet it travels. The transformation of the ground is camouflaged to look natural. Any creature that can't see the area when the spe",Spell Descriptions: Spike Growth
spirit-guardians-damage-1,spirit-guardians,Spirit Guardians,damage,3d8,,necrotic;radiant,,"he Emanation or ends its turn there, the creature must make a Wisdom saving throw. On a failed save, the creature takes 3d8 Radiant damage (if you are good or neutral) or 3d8 Necrotic damage (if you are evil). On a successful save, the creature takes half as much damage. A creature",Spell Descriptions: Spirit Guardians
spirit-guardians-damage-2,spirit-guardians,Spirit Guardians,damage,3d8,,necrotic;radiant,,"ust make a Wisdom saving throw. On a failed save, the creature takes 3d8 Radiant damage (if you are good or neutral) or 3d8 Necrotic damage (if you are evil). On a successful save, the creature takes half as much damage. A creature makes this save only once per turn. Using a Higher-",Spell Descriptions: Spirit Guardians
spirit-guardians-damage-3,spirit-guardians,Spirit Guardians,damage,1d8,,,,as much damage. A creature makes this save only once per turn. Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 3.,Spell Descriptions: Spirit Guardians
spiritual-weapon-damage-1,spiritual-weapon,Spiritual Weapon,damage,1d8,,force,,"ne melee spell attack against one creature within 5 feet of the force. On a hit, the target takes Force damage equal to 1d8 plus your spellcasting ability modifier. As a Bonus Action on your later turns, you can move the force up to 20 feet and repeat the attack against a creature w",Spell Descriptions: Spiritual Weapon
spiritual-weapon-damage-2,spiritual-weapon,Spiritual Weapon,damage,1d8,,,,and repeat the attack against a creature within 5 feet of it. Using a Higher-Level Spell Slot. The damage increases by 1d8 for every slot level above 2.,Spell Descriptions: Spiritual Weapon
starry-wisp-damage-1,starry-wisp,Starry Wisp,damage,1d8,,radiant,,"light at one creature or object within range. Make a ranged spell attack against the target. On a hit, the target takes 1d8 Radiant damage, and until the end of your next turn, it emits Dim Light in a 10-foot radius and can't benefit from the Invisible condition. Cantrip Upgrade. Th",Spell Descriptions: Starry Wisp
starry-wisp-damage-2,starry-wisp,Starry Wisp,damage,1d8,,,,"Dim Light in a 10-foot radius and can't benefit from the Invisible condition. Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Starry Wisp
starry-wisp-damage-3,starry-wisp,Starry Wisp,damage,2d8,,,,"s and can't benefit from the Invisible condition. Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Starry Wisp
starry-wisp-damage-4,starry-wisp,Starry Wisp,damage,3d8,,,,"t benefit from the Invisible condition. Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Starry Wisp
starry-wisp-damage-5,starry-wisp,Starry Wisp,damage,4d8,,,,"the Invisible condition. Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Starry Wisp
storm-of-vengeance-damage-1,storm-of-vengeance,Storm of Vengeance,damage,2d6,,thunder,,"a radius of 300 feet. Each creature under the cloud when it appears must succeed on a Constitution saving throw or take 2d6 Thunder damage and have the Deafened condition for the duration. At the start of each of your later turns, the storm produces different effects, as detailed be",Spell Descriptions: Storm of Vengeance
storm-of-vengeance-damage-2,storm-of-vengeance,Storm of Vengeance,damage,4d6,,acid;lightning,,"roduces different effects, as detailed below. Turn 2. Acidic rain falls. Each creature and object under the cloud takes 4d6 Acid damage. Turn 3. You call six bolts of lightning from the cloud to strike six different creatures or objects beneath it. Each target makes a Dexterity savi",Spell Descriptions: Storm of Vengeance
storm-of-vengeance-damage-3,storm-of-vengeance,Storm of Vengeance,damage,10d6,,bludgeoning;lightning,,"m the cloud to strike six different creatures or objects beneath it. Each target makes a Dexterity saving throw, taking 10d6 Lightning damage on a failed save or half as much damage on a successful one. Turn 4. Hailstones rain down. Each creature under the cloud takes 2d6 Bludgeoning",Spell Descriptions: Storm of Vengeance
storm-of-vengeance-damage-4,storm-of-vengeance,Storm of Vengeance,damage,2d6,,bludgeoning;cold,,"iled save or half as much damage on a successful one. Turn 4. Hailstones rain down. Each creature under the cloud takes 2d6 Bludgeoning damage. Turns 5-10. Gusts and freezing rain assail the area under the cloud. Each creature there takes 1d6 Cold damage. Until the spell ends, the a",Spell Descriptions: Storm of Vengeance
storm-of-vengeance-damage-5,storm-of-vengeance,Storm of Vengeance,damage,1d6,,bludgeoning;cold,,"2d6 Bludgeoning damage. Turns 5-10. Gusts and freezing rain assail the area under the cloud. Each creature there takes 1d6 Cold damage. Until the spell ends, the area is Difficult Terrain and Heavily Obscured, ranged attacks with weapons are impossible there, and strong wind blows",Spell Descriptions: Storm of Vengeance
sunbeam-damage-1,sunbeam,Sunbeam,damage,6d8,,radiant,,"ide, 60-foot-long Line. Each creature in the Line makes a Constitution saving throw. On a failed save, a creature takes 6d8 Radiant damage and has the Blinded condition until the start of your next turn. On a successful save, it takes half as much damage only. Until the spell ends,",Spell Descriptions: Sunbeam
sunburst-damage-1,sunburst,Sunburst,damage,12d6,,radiant,,"choose within range. Each creature in the Sphere makes a Constitution saving throw. On a failed save, a creature takes 12d6 Radiant damage and has the Blinded condition for 1 minute. On a successful save, it takes half as much damage only. A creature Blinded by this spell makes anot",Spell Descriptions: Sunburst
symbol-damage-1,symbol,Symbol,damage,10d10,,necrotic,,"its turn there. A creature is targeted only once per turn. Death. Each target makes a Constitution saving throw, taking 10d10 Necrotic damage on a failed save or half as much damage on a successful save. Discord. Each target makes a Wisdom saving throw. On a failed save, a target argu",Spell Descriptions: Symbol
teleport-damage-1,teleport,Teleport,damage,3d10,,force,,"The spell's unpredictable magic results in a difficult journey. Each teleporting creature (or the target object) takes 3d10 Force damage, and the GM rerolls on the table to see where you wind up (multiple mishaps can occur, dealing damage each time). Similar Area. You and your group",Spell Descriptions: Teleport
thunderwave-damage-1,thunderwave,Thunderwave,damage,2d8,,thunder,,"h creature in a 15-foot Cube originating from you makes a Constitution saving throw. On a failed save, a creature takes 2d8 Thunder damage and is pushed 10 feet away from you. On a successful save, a creature takes half as much damage only. In addition, unsecured objects that are en",Spell Descriptions: Thunderwave
thunderwave-damage-2,thunderwave,Thunderwave,damage,1d8,,,,"ay from you, and a thunderous boom is audible within 300 feet. Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 1.",Spell Descriptions: Thunderwave
true-strike-damage-1,true-strike,True Strike,damage,1d6,,radiant,,"deal Radiant damage or the weapon's normal damage type, the attack deals extra Radiant damage when you reach levels 5 (1d6), 11 (2d6), and 17 (3d6).",Spell Descriptions: True Strike
true-strike-damage-2,true-strike,True Strike,damage,2d6,,radiant,,"ant damage or the weapon's normal damage type, the attack deals extra Radiant damage when you reach levels 5 (1d6), 11 (2d6), and 17 (3d6).",Spell Descriptions: True Strike
true-strike-damage-3,true-strike,True Strike,damage,3d6,,radiant,,"the weapon's normal damage type, the attack deals extra Radiant damage when you reach levels 5 (1d6), 11 (2d6), and 17 (3d6).",Spell Descriptions: True Strike
tsunami-damage-1,tsunami,Tsunami,damage,6d10,,bludgeoning,,"The wall lasts for the duration. When the wall appears, each creature in its area makes a Strength saving throw, taking 6d10 Bludgeoning damage on a failed save or half as much damage on a successful one. At the start of each of your turns after the wall appears, the wall, along with",Spell Descriptions: Tsunami
tsunami-damage-2,tsunami,Tsunami,damage,5d10,,bludgeoning,,"r creature inside the wall or whose space the wall enters when it moves must succeed on a Strength saving throw or take 5d10 Bludgeoning damage. A creature can take this damage only once per round. At the end of the turn, the wall's height is reduced by 50 feet, and the damage the wa",Spell Descriptions: Tsunami
tsunami-damage-3,tsunami,Tsunami,damage,1d10,,force,,"e end of the turn, the wall's height is reduced by 50 feet, and the damage the wall deals on later rounds is reduced by 1d10. When the wall reaches 0 feet in height, the spell ends. A creature caught in the wall can move by swimming. Because of the wave's force, though, the creature",Spell Descriptions: Tsunami
vampiric-touch-damage-1,vampiric-touch,Vampiric Touch,damage,3d6,,necrotic,,"rom others to heal your wounds. Make a melee spell attack against one creature within reach. On a hit, the target takes 3d6 Necrotic damage, and you regain Hit Points equal to half the amount of Necrotic damage dealt. Until the spell ends, you can make the attack again on each of yo",Spell Descriptions: Vampiric Touch
vampiric-touch-damage-2,vampiric-touch,Vampiric Touch,damage,1d6,,,,"Magic action, targeting the same creature or a different one. Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 3.",Spell Descriptions: Vampiric Touch
vicious-mockery-damage-1,vicious-mockery,Vicious Mockery,damage,1d6,,psychic,,enchantments at one creature you can see or hear within range. The target must succeed on a Wisdom saving throw or take 1d6 Psychic damage and have Disadvantage on the next attack roll it makes before the end of its next turn. Cantrip Upgrade. The damage increases by 1d6 when you re,Spell Descriptions: Vicious Mockery
vicious-mockery-damage-2,vicious-mockery,Vicious Mockery,damage,1d6,,,,"Disadvantage on the next attack roll it makes before the end of its next turn. Cantrip Upgrade. The damage increases by 1d6 when you reach levels 5 (2d6), 11 (3d6), and 17 (4d6).",Spell Descriptions: Vicious Mockery
vicious-mockery-damage-3,vicious-mockery,Vicious Mockery,damage,2d6,,,,"ck roll it makes before the end of its next turn. Cantrip Upgrade. The damage increases by 1d6 when you reach levels 5 (2d6), 11 (3d6), and 17 (4d6).",Spell Descriptions: Vicious Mockery
vicious-mockery-damage-4,vicious-mockery,Vicious Mockery,damage,3d6,,,,"makes before the end of its next turn. Cantrip Upgrade. The damage increases by 1d6 when you reach levels 5 (2d6), 11 (3d6), and 17 (4d6).",Spell Descriptions: Vicious Mockery
vicious-mockery-damage-5,vicious-mockery,Vicious Mockery,damage,4d6,,,,"the end of its next turn. Cantrip Upgrade. The damage increases by 1d6 when you reach levels 5 (2d6), 11 (3d6), and 17 (4d6).",Spell Descriptions: Vicious Mockery
vitriolic-sphere-damage-1,vitriolic-sphere,Vitriolic Sphere,damage,10d4,,acid,,"a 20-foot-radius Sphere. Each creature in that area makes a Dexterity saving throw. On a failed save, a creature takes 10d4 Acid damage and another 5d4 Acid damage at the end of its next turn. On a successful save, a creature takes half the initial damage only. Using a Higher-Level",Spell Descriptions: Vitriolic Sphere
vitriolic-sphere-damage-2,vitriolic-sphere,Vitriolic Sphere,damage,5d4,,acid,,"h creature in that area makes a Dexterity saving throw. On a failed save, a creature takes 10d4 Acid damage and another 5d4 Acid damage at the end of its next turn. On a successful save, a creature takes half the initial damage only. Using a Higher-Level Spell Slot. The initial dama",Spell Descriptions: Vitriolic Sphere
vitriolic-sphere-damage-3,vitriolic-sphere,Vitriolic Sphere,damage,2d4,,,,"l save, a creature takes half the initial damage only. Using a Higher-Level Spell Slot. The initial damage increases by 2d4 for each spell slot level above 4.",Spell Descriptions: Vitriolic Sphere
wall-of-fire-damage-1,wall-of-fire,Wall of Fire,damage,5d8,,fire,,"que and lasts for the duration. When the wall appears, each creature in its area makes a Dexterity saving throw, taking 5d8 Fire damage on a failed save or half as much damage on a successful one. One side of the wall, selected by you when you cast this spell, deals 5d8 Fire damage",Spell Descriptions: Wall of Fire
wall-of-fire-damage-2,wall-of-fire,Wall of Fire,damage,5d8,,fire,,"save or half as much damage on a successful one. One side of the wall, selected by you when you cast this spell, deals 5d8 Fire damage to each creature that ends its turn within 10 feet of that side or inside the wall. A creature takes the same damage when it enters the wall for th",Spell Descriptions: Wall of Fire
wall-of-fire-damage-3,wall-of-fire,Wall of Fire,damage,1d8,,,,ds its turn there. The other side of the wall deals no damage. Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 4.,Spell Descriptions: Wall of Fire
wall-of-ice-damage-1,wall-of-ice,Wall of Ice,damage,10d6,,cold,,"ears, the creature is pushed to one side of the wall (you choose which side) and makes a Dexterity saving throw, taking 10d6 Cold damage on a failed save or half as much damage on a successful one. The wall is an object that can be damaged and thus breached. It has AC 12 and 30 Hit P",Spell Descriptions: Wall of Ice
wall-of-ice-damage-2,wall-of-ice,Wall of Ice,damage,5d6,,cold,,"creature moving through the sheet of frigid air for the first time on a turn makes a Constitution saving throw, taking 5d6 Cold damage on a failed save or half as much damage on a successful one. Using a Higher-Level Spell Slot. The damage the wall deals when it appears increases b",Spell Descriptions: Wall of Ice
wall-of-ice-damage-3,wall-of-ice,Wall of Ice,damage,2d6,,,,uch damage on a successful one. Using a Higher-Level Spell Slot. The damage the wall deals when it appears increases by 2d6 and the damage from passing through the sheet of frigid air increases by 1d6 for each spell slot level above 6.,Spell Descriptions: Wall of Ice
wall-of-ice-damage-4,wall-of-ice,Wall of Ice,damage,1d6,,,,he wall deals when it appears increases by 2d6 and the damage from passing through the sheet of frigid air increases by 1d6 for each spell slot level above 6.,Spell Descriptions: Wall of Ice
wall-of-thorns-damage-1,wall-of-thorns,Wall of Thorns,damage,7d8,,piercing,,"The wall blocks line of sight. When the wall appears, each creature in its area makes a Dexterity saving throw, taking 7d8 Piercing damage on a failed save or half as much damage on a successful one. A creature can move through the wall, albeit slowly and painfully. For every 1 foo",Spell Descriptions: Wall of Thorns
wall-of-thorns-damage-2,wall-of-thorns,Wall of Thorns,damage,7d8,,slashing,,"eature enters a space in the wall on a turn or ends its turn there, the creature makes a Dexterity saving throw, taking 7d8 Slashing damage on a failed save or half as much damage on a successful one. A creature makes this save only once per turn. Using a Higher-Level Spell Slot. Bo",Spell Descriptions: Wall of Thorns
wall-of-thorns-damage-3,wall-of-thorns,Wall of Thorns,damage,1d8,,,,l one. A creature makes this save only once per turn. Using a Higher-Level Spell Slot. Both types of damage increase by 1d8 for each spell slot level above 6.,Spell Descriptions: Wall of Thorns
web-damage-1,web,Web,damage,2d4,,fire,,"is no longer Restrained. The webs are flammable. Any 5-foot Cube of webs exposed to fire burns away in 1 round, dealing 2d4 Fire damage to any creature that starts its turn in the fire.",Spell Descriptions: Web
weird-damage-1,weird,Weird,damage,10d10,,psychic,,"a 30-foot-radius Sphere centered on a point within range makes a Wisdom saving throw. On a failed save, a target takes 10d10 Psychic damage and has the Frightened condition for the duration. On a successful save, a target takes half as much damage only. A Frightened target makes a Wi",Spell Descriptions: Weird
weird-damage-2,weird,Weird,damage,5d10,,psychic,,"amage only. A Frightened target makes a Wisdom saving throw at the end of each of its turns. On a failed save, it takes 5d10 Psychic damage. On a successful save, the spell ends on that target.",Spell Descriptions: Weird
wind-wall-damage-1,wind-wall,Wind Wall,damage,4d8,,bludgeoning,,"The wall lasts for the duration. When the wall appears, each creature in its area makes a Strength saving throw, taking 4d8 Bludgeoning damage on a failed save or half as much damage on a successful one. The strong wind keeps fog, smoke, and other gases at bay. Small or smaller flyi",Spell Descriptions: Wind Wall
wish-damage-1,wish,Wish,damage,1d10,,necrotic,,"nother spell weakens you. After enduring that stress, each time you cast a spell until you finish a Long Rest, you take 1d10 Necrotic damage per level of that spell. This damage can't be reduced or prevented in any way. In addition, your Strength score becomes 3 for 2d4 days. For eac",Spell Descriptions: Wish
wish-damage-2,wish,Wish,damage,2d4,,,,"vel of that spell. This damage can't be reduced or prevented in any way. In addition, your Strength score becomes 3 for 2d4 days. For each of those days that you spend resting and doing nothing more than light activity, your remaining recovery time decreases by 2 days. Finally, ther",Spell Descriptions: Wish
