spellKey,spellLabel,level,schoolKey,castingTime,actionEconomyTag,rangeText,rangeKind,rangeDistanceFeet,rangeAreaText,componentVerbal,componentSomatic,componentMaterial,materialText,duration,concentration,ritual,requiresSavingThrow,saveAbilityKeys,requiresAttackRoll,attackRollKind,atHigherLevelsText,sourceSection
reincarnate,Reincarnate,5,necromancy,1 hour,long-cast,Touch,touch,,,true,true,true,"rare oils worth 1,000+ GP, which the spell consumes",Instantaneous,false,false,false,,false,,,Spell Descriptions: Reincarnate
remove-curse,Remove Curse,3,abjuration,Action,action,Touch,touch,,,true,true,false,,Instantaneous,false,false,false,,false,,,Spell Descriptions: Remove Curse
resilient-sphere,Resilient Sphere,4,abjuration,Action,action,30 feet,feet,30,,true,true,true,a glass sphere,"Concentration, up to 1 minute",true,false,true,dexterity,false,,,Spell Descriptions: Resilient Sphere
resistance,Resistance,0,abjuration,Action,action,Touch,touch,,,true,true,false,,"Concentration, up to 1 minute",true,false,false,,false,,,Spell Descriptions: Resistance
resurrection,Resurrection,7,necromancy,1 hour,long-cast,Touch,touch,,,true,true,true,"a diamond worth 1,000+ GP, which the spell consumes",Instantaneous,false,false,false,,false,,,Spell Descriptions: Resurrection
reverse-gravity,Reverse Gravity,7,transmutation,Action,action,100 feet,feet,100,,true,true,true,a lodestone and iron filings,"Concentration, up to 1 minute",true,false,true,dexterity,false,,,Spell Descriptions: Reverse Gravity
revivify,Revivify,3,necromancy,Action,action,Touch,touch,,,true,true,true,"a diamond worth 300+ GP, which the spell consumes",Instantaneous,false,false,false,,false,,,Spell Descriptions: Revivify
rope-trick,Rope Trick,2,transmutation,Action,action,Touch,touch,,,true,true,true,a segment of rope,1 hour,false,false,false,,false,,,Spell Descriptions: Rope Trick
sacred-flame,Sacred Flame,0,evocation,Action,action,60 feet,feet,60,,true,true,false,,Instantaneous,false,false,true,dexterity,false,,"Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Sacred Flame
sanctuary,Sanctuary,1,abjuration,Bonus Action,bonus-action,30 feet,feet,30,,true,true,true,a shard of glass from a mirror,1 minute,false,false,true,wisdom,false,,,Spell Descriptions: Sanctuary
scorching-ray,Scorching Ray,2,evocation,Action,action,120 feet,feet,120,,true,true,false,,Instantaneous,false,false,false,,true,ranged,Using a Higher-Level Spell Slot. You create one additional ray for each spell slot level above 2.,Spell Descriptions: Scorching Ray
scrying,Scrying,5,divination,10 minutes,long-cast,Self,self,,,true,true,true,"a focus worth 1,000+ GP, such as a crystal ball, mirror, or water-filled font","Concentration, up to 10 minutes",true,false,true,wisdom,false,,,Spell Descriptions: Scrying
searing-smite,Searing Smite,1,evocation,"Bonus Action, which you take immediately after hitting a target with a Melee weapon or an Unarmed Strike",bonus-action,Self,self,,,true,false,false,,1 minute,false,false,true,constitution,false,,Using a Higher-Level Spell Slot. All the damage increases by 1d6 for each spell slot level above 1.,Spell Descriptions: Searing Smite
secret-chest,Secret Chest,4,conjuration,Action,action,Touch,touch,,,true,true,true,"a chest, 3 feet by 2 feet by 2 feet, constructed from rare materials worth 5,000+ GP, and a Tiny replica of the chest made from the same materials worth 50+ GP",Until dispelled,false,false,false,,false,,,Spell Descriptions: Secret Chest
see-invisibility,See Invisibility,2,divination,Action,action,Self,self,,,true,true,true,a pinch of talc,1 hour,false,false,false,,false,,,Spell Descriptions: See Invisibility
seeming,Seeming,5,illusion,Action,action,30 feet,feet,30,,true,true,false,,8 hours,false,false,true,charisma,false,,,Spell Descriptions: Seeming
sending,Sending,3,divination,Action,action,Unlimited,unlimited,,,true,true,true,a copper wire,Instantaneous,false,false,false,,false,,,Spell Descriptions: Sending
sequester,Sequester,7,transmutation,Action,action,Touch,touch,,,true,true,true,"gem dust worth 5,000+ GP, which the spell consumes",Until dispelled,false,false,false,,false,,,Spell Descriptions: Sequester
shapechange,Shapechange,9,transmutation,Action,action,Self,self,,,true,true,true,"a jade circlet worth 1,500+ GP","Concentration, up to 1 hour",true,false,false,,false,,,Spell Descriptions: Shapechange
shatter,Shatter,2,evocation,Action,action,60 feet,feet,60,,true,true,true,a chip of mica,Instantaneous,false,false,true,constitution,false,,Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 2.,Spell Descriptions: Shatter
shield,Shield,1,abjuration,"Reaction, which you take when you are hit by an attack roll or targeted by the Magic Missile spell",reaction,Self,self,,,true,true,false,,1 round,false,false,false,,false,,,Spell Descriptions: Shield
shield-of-faith,Shield of Faith,1,abjuration,Bonus Action,bonus-action,60 feet,feet,60,,true,true,true,a prayer scroll,"Concentration, up to 10 minutes",true,false,false,,false,,,Spell Descriptions: Shield of Faith
shillelagh,Shillelagh,0,transmutation,Bonus Action,bonus-action,Self,self,,,true,true,true,mistletoe,1 minute,false,false,false,,false,,"Cantrip Upgrade. The damage die changes when you reach levels 5 (d10), 11 (d12), and 17 (2d6).",Spell Descriptions: Shillelagh
shining-smite,Shining Smite,2,transmutation,"Bonus Action, which you take immediately after hitting a creature with a Melee weapon or an Unarmed Strike",bonus-action,Self,self,,,true,false,false,,"Concentration, up to 1 minute",true,false,false,,false,,Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 2.,Spell Descriptions: Shining Smite
shocking-grasp,Shocking Grasp,0,evocation,Action,action,Touch,touch,,,true,true,false,,Instantaneous,false,false,false,,true,melee,"Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Shocking Grasp
silence,Silence,2,illusion,Action or Ritual,action,120 feet,feet,120,,true,true,false,,"Concentration, up to 10 minutes",true,true,false,,false,,,Spell Descriptions: Silence
silent-image,Silent Image,1,illusion,Action,action,60 feet,feet,60,,true,true,true,a bit of fleece,"Concentration, up to 10 minutes",true,false,false,,false,,,Spell Descriptions: Silent Image
simulacrum,Simulacrum,7,illusion,12 hours,long-cast,Touch,touch,,,true,true,true,"powdered ruby worth 1,500+ GP, which the spell consumes",Until dispelled,false,false,false,,false,,,Spell Descriptions: Simulacrum
sleep,Sleep,1,enchantment,Action,action,60 feet,feet,60,,true,true,true,a pinch of sand or rose petals,"Concentration, up to 1 minute",true,false,true,wisdom,false,,,Spell Descriptions: Sleep
sleet-storm,Sleet Storm,3,conjuration,Action,action,150 feet,feet,150,,true,true,true,a miniature umbrella,"Concentration, up to 1 minute",true,false,true,dexterity,false,,,Spell Descriptions: Sleet Storm
slow,Slow,3,transmutation,Action,action,120 feet,feet,120,,true,true,true,a drop of molasses,"Concentration, up to 1 minute",true,false,true,dexterity;wisdom,false,,,Spell Descriptions: Slow
sorcerous-burst,Sorcerous Burst,0,evocation,Action,action,120 feet,feet,120,,true,true,false,,Instantaneous,false,false,false,,true,ranged,"Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Sorcerous Burst
spare-the-dying,Spare the Dying,0,necromancy,Action,action,15 feet,feet,15,,true,true,false,,Instantaneous,false,false,false,,false,,"Cantrip Upgrade. The range doubles when you reach levels 5 (30 feet), 11 (60 feet), and 17 (120 feet).",Spell Descriptions: Spare the Dying
speak-with-animals,Speak with Animals,1,divination,Action or Ritual,action,Self,self,,,true,true,false,,10 minutes,false,true,false,,false,,,Spell Descriptions: Speak with Animals
speak-with-dead,Speak with Dead,3,necromancy,Action,action,10 feet,feet,10,,true,true,true,burning incense,10 minutes,false,false,false,,false,,,Spell Descriptions: Speak with Dead
speak-with-plants,Speak with Plants,3,transmutation,Action,action,Self,self,,,true,true,false,,10 minutes,false,false,false,,false,,,Spell Descriptions: Speak with Plants
spider-climb,Spider Climb,2,transmutation,Action,action,Touch,touch,,,true,true,true,a drop of bitumen and a spider,"Concentration, up to 1 hour",true,false,false,,false,,Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 2.,Spell Descriptions: Spider Climb
spike-growth,Spike Growth,2,transmutation,Action,action,150 feet,feet,150,,true,true,true,seven thorns,"Concentration, up to 10 minutes",true,false,false,,false,,,Spell Descriptions: Spike Growth
spirit-guardians,Spirit Guardians,3,conjuration,Action,action,Self,self,,,true,true,true,a prayer scroll,"Concentration, up to 10 minutes",true,false,true,wisdom,false,,Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 3.,Spell Descriptions: Spirit Guardians
spiritual-weapon,Spiritual Weapon,2,evocation,Bonus Action,bonus-action,60 feet,feet,60,,true,true,false,,"Concentration, up to 1 minute",true,false,false,,true,melee,Using a Higher-Level Spell Slot. The damage increases by 1d8 for every slot level above 2.,Spell Descriptions: Spiritual Weapon
starry-wisp,Starry Wisp,0,evocation,Action,action,60 feet,feet,60,,true,true,false,,Instantaneous,false,false,false,,true,ranged,"Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8).",Spell Descriptions: Starry Wisp
stinking-cloud,Stinking Cloud,3,conjuration,Action,action,90 feet,feet,90,,true,true,true,a rotten egg,"Concentration, up to 1 minute",true,false,true,constitution,false,,,Spell Descriptions: Stinking Cloud
stone-shape,Stone Shape,4,transmutation,Action,action,Touch,touch,,,true,true,true,soft clay,Instantaneous,false,false,false,,false,,,Spell Descriptions: Stone Shape
stoneskin,Stoneskin,4,transmutation,Action,action,Touch,touch,,,true,true,true,"diamond dust worth 100+ GP, which the spell consumes","Concentration, up to 1 hour",true,false,false,,false,,,Spell Descriptions: Stoneskin
storm-of-vengeance,Storm of Vengeance,9,conjuration,Action,action,1 mile,miles,5280,,true,true,false,,"Concentration, up to 1 minute",true,false,true,constitution;dexterity,false,,,Spell Descriptions: Storm of Vengeance
suggestion,Suggestion,2,enchantment,Action,action,30 feet,feet,30,,true,false,true,a drop of honey,"Concentration, up to 8 hours",true,false,true,wisdom,false,,,Spell Descriptions: Suggestion
summon-dragon,Summon Dragon,5,conjuration,Action,action,60 feet,feet,60,,true,true,true,an object with the image of a dragon engraved on it worth 500+ GP,"Concentration, up to 1 hour",true,false,false,,false,,Using a Higher-Level Spell Slot. Use the spell slot's level for the spell's level in the stat block.,Spell Descriptions: Summon Dragon
sunbeam,Sunbeam,6,evocation,Action,action,Self,self,,,true,true,true,a magnifying glass,"Concentration, up to 1 minute",true,false,true,constitution,false,,,Spell Descriptions: Sunbeam
sunburst,Sunburst,8,evocation,Action,action,150 feet,feet,150,,true,true,true,a piece of sunstone,Instantaneous,false,false,true,constitution,false,,,Spell Descriptions: Sunburst
symbol,Symbol,7,abjuration,1 minute,long-cast,Touch,touch,,,true,true,true,"powdered diamond worth 1,000+ GP, which the spell consumes",Until dispelled or triggered,false,false,true,constitution;wisdom,false,,,Spell Descriptions: Symbol
telekinesis,Telekinesis,5,transmutation,Action,action,60 feet,feet,60,,true,true,false,,"Concentration, up to 10 minutes",true,false,true,strength,false,,,Spell Descriptions: Telekinesis
telepathic-bond,Telepathic Bond,5,divination,Action or Ritual,action,30 feet,feet,30,,true,true,true,two eggs,1 hour,false,true,false,,false,,,Spell Descriptions: Telepathic Bond
teleport,Teleport,7,conjuration,Action,action,10 feet,feet,10,,true,false,false,,Instantaneous,false,false,false,,false,,,Spell Descriptions: Teleport
teleportation-circle,Teleportation Circle,5,conjuration,1 minute,long-cast,10 feet,feet,10,,true,false,true,"rare inks worth 50+ GP, which the spell consumes",1 round,false,false,false,,false,,,Spell Descriptions: Teleportation Circle
thaumaturgy,Thaumaturgy,0,transmutation,Action,action,30 feet,feet,30,,true,false,false,,Up to 1 minute,false,false,false,,false,,,Spell Descriptions: Thaumaturgy
thunderwave,Thunderwave,1,evocation,Action,action,Self,self,,,true,true,false,,Instantaneous,false,false,true,constitution,false,,Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 1.,Spell Descriptions: Thunderwave
time-stop,Time Stop,9,transmutation,Action,action,Self,self,,,true,false,false,,Instantaneous,false,false,false,,false,,,Spell Descriptions: Time Stop
tiny-hut,Tiny Hut,3,evocation,1 minute or Ritual,long-cast,Self,self,,,true,true,true,a crystal bead,8 hours,false,true,false,,false,,,Spell Descriptions: Tiny Hut
tongues,Tongues,3,divination,Action,action,Touch,touch,,,true,false,true,a miniature ziggurat,1 hour,false,false,false,,false,,,Spell Descriptions: Tongues
transport-via-plants,Transport via Plants,6,conjuration,Action,action,10 feet,feet,10,,true,true,false,,1 minute,false,false,false,,false,,,Spell Descriptions: Transport via Plants
tree-stride,Tree Stride,5,conjuration,Action,action,Self,self,,,true,true,false,,"Concentration, up to 1 minute",true,false,false,,false,,,Spell Descriptions: Tree Stride
true-polymorph,True Polymorph,9,transmutation,Action,action,30 feet,feet,30,,true,true,true,"a drop of mercury, a dollop of gum arabic, and a wisp of smoke","Concentration, up to 1 hour",true,false,true,wisdom,false,,,Spell Descriptions: True Polymorph
true-resurrection,True Resurrection,9,necromancy,1 hour,long-cast,Touch,touch,,,true,true,true,"diamonds worth 25,000+ GP, which the spell consumes",Instantaneous,false,false,false,,false,,,Spell Descriptions: True Resurrection
true-seeing,True Seeing,6,divination,Action,action,Touch,touch,,,true,true,true,"mushroom powder worth 25+ GP, which the spell consumes",1 hour,false,false,false,,false,,,Spell Descriptions: True Seeing
true-strike,True Strike,0,divination,Action,action,Self,self,,,false,true,true,a weapon with which you have proficiency and that is worth 1+ CP,Instantaneous,false,false,false,,false,,"Cantrip Upgrade. Whether you deal Radiant damage or the weapon's normal damage type, the attack deals extra Radiant damage when you reach levels 5 (1d6), 11 (2d6), and 17 (3d6).",Spell Descriptions: True Strike
tsunami,Tsunami,8,conjuration,1 minute,long-cast,1 mile,miles,5280,,true,true,false,,"Concentration, up to 6 rounds",true,false,true,strength,false,,,Spell Descriptions: Tsunami
unseen-servant,Unseen Servant,1,conjuration,Action or Ritual,action,60 feet,feet,60,,true,true,true,a bit of string and of wood,1 hour,false,true,false,,false,,,Spell Descriptions: Unseen Servant
vampiric-touch,Vampiric Touch,3,necromancy,Action,action,Self,self,,,true,true,false,,"Concentration, up to 1 minute",true,false,false,,true,melee,Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 3.,Spell Descriptions: Vampiric Touch
vicious-mockery,Vicious Mockery,0,enchantment,Action,action,60 feet,feet,60,,true,false,false,,Instantaneous,false,false,true,wisdom,false,,"Cantrip Upgrade. The damage increases by 1d6 when you reach levels 5 (2d6), 11 (3d6), and 17 (4d6).",Spell Descriptions: Vicious Mockery
vitriolic-sphere,Vitriolic Sphere,4,evocation,Action,action,150 feet,feet,150,,true,true,true,a drop of bile,Instantaneous,false,false,true,dexterity,false,,Using a Higher-Level Spell Slot. The initial damage increases by 2d4 for each spell slot level above 4.,Spell Descriptions: Vitriolic Sphere
wall-of-fire,Wall of Fire,4,evocation,Action,action,120 feet,feet,120,,true,true,true,a piece of charcoal,"Concentration, up to 1 minute",true,false,true,dexterity,false,,Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 4.,Spell Descriptions: Wall of Fire
wall-of-force,Wall of Force,5,evocation,Action,action,120 feet,feet,120,,true,true,true,a shard of glass,"Concentration, up to 10 minutes",true,false,false,,false,,,Spell Descriptions: Wall of Force
wall-of-ice,Wall of Ice,6,evocation,Action,action,120 feet,feet,120,,true,true,true,a piece of quartz,"Concentration, up to 10 minutes",true,false,true,constitution;dexterity,false,,Using a Higher-Level Spell Slot. The damage the wall deals when it appears increases by 2d6 and the damage from passing through the sheet of frigid air increases by 1d6 for each spell slot level above 6.,Spell Descriptions: Wall of Ice
wall-of-stone,Wall of Stone,5,evocation,Action,action,120 feet,feet,120,,true,true,true,a cube of granite,"Concentration, up to 10 minutes",true,false,true,dexterity,false,,,Spell Descriptions: Wall of Stone
wall-of-thorns,Wall of Thorns,6,conjuration,Action,action,120 feet,feet,120,,true,true,true,a handful of thorns,"Concentration, up to 10 minutes",true,false,true,dexterity,false,,Using a Higher-Level Spell Slot. Both types of damage increase by 1d8 for each spell slot level above 6.,Spell Descriptions: Wall of Thorns
warding-bond,Warding Bond,2,abjuration,Action,action,Touch,touch,,,true,true,true,"a pair of platinum rings worth 50+ GP each, which you and the target must wear for the duration",1 hour,false,false,false,,false,,,Spell Descriptions: Warding Bond
water-breathing,Water Breathing,3,transmutation,Action or Ritual,action,30 feet,feet,30,,true,true,true,a short reed,24 hours,false,true,false,,false,,,Spell Descriptions: Water Breathing
water-walk,Water Walk,3,transmutation,Action or Ritual,action,30 feet,feet,30,,true,true,true,a piece of cork,1 hour,false,true,false,,false,,,Spell Descriptions: Water Walk
web,Web,2,conjuration,Action,action,60 feet,feet,60,,true,true,true,a bit of spiderweb,"Concentration, up to 1 hour",true,false,true,dexterity,false,,,Spell Descriptions: Web
weird,Weird,9,illusion,Action,action,120 feet,feet,120,,true,true,false,,"Concentration, up to 1 minute",true,false,true,wisdom,false,,,Spell Descriptions: Weird
wind-walk,Wind Walk,6,transmutation,1 minute,long-cast,30 feet,feet,30,,true,true,true,a candle,8 hours,false,false,false,,false,,,Spell Descriptions: Wind Walk
wind-wall,Wind Wall,3,evocation,Action,action,120 feet,feet,120,,true,true,true,a fan and a feather,"Concentration, up to 1 minute",true,false,true,strength,false,,,Spell Descriptions: Wind Wall
wish,Wish,9,conjuration,Action,action,Self,self,,,true,false,false,,Instantaneous,false,false,false,,false,,,Spell Descriptions: Wish
word-of-recall,Word of Recall,6,conjuration,Action,action,5 feet,feet,5,,true,false,false,,Instantaneous,false,false,false,,false,,,Spell Descriptions: Word of Recall
zone-of-truth,Zone of Truth,2,enchantment,Action,action,60 feet,feet,60,,true,true,false,,10 minutes,false,false,true,charisma,false,,,Spell Descriptions: Zone of Truth
